date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:50:35	1076/1076	---M--	200	added ('OK')	image/png	etag:%226abd083116247f64c74d1c1fdadf12bd%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/icons/feature-2.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/icons/feature-2.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:35	603/603	---M--	200	added ('OK')	image/png	etag:%22e69674d1993093774027995273ebefa3%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/icons/feature-3.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/icons/feature-3.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:35	28377/28377	---M--	200	added ('OK')	image/jpeg	etag:%221e030371482360c2d6b2a89d5dff55d4%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-1.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-1.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:35	26185/26185	---M--	200	added ('OK')	image/jpeg	etag:%228a1a1fed094fe36f1312a3cd74b0e49c%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-2.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-2.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:36	40771/40771	---M--	200	added ('OK')	image/jpeg	etag:%22267579f0166237be2cdf642c9afa6ab2%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-3.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-3.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:36	48480/48480	---M--	200	added ('OK')	image/png	etag:%2286102e6a471279a0b265117c4fce3a77%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/testimonial/testimonial-2.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/testimonial/testimonial-2.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:36	4345/4345	---M--	200	added ('OK')	image/png	etag:%22036cb8f92637980427ce7fe3d700e5d0%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/author/author-1.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/author/author-1.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:36	30331/30331	---M--	200	added ('OK')	image/png	etag:%2285d1426f0ded4716de10d276efd5a2f5%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/testimonial/testimonial-1.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/testimonial/testimonial-1.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:37	1117/1117	---M--	200	added ('OK')	image/png	etag:%22761af1bd8f6fd8724f960ac58e70b31f%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-1.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-1.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:37	2133/2133	---M--	200	added ('OK')	image/png	etag:%2297cc8cd510bf62894472370d793f854f%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-2.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-2.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:37	2173/2173	---M--	200	added ('OK')	image/png	etag:%22bc2b7ae5cad8f1e1b4fbabf5ec589a60%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-3.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-3.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:37	2990/2990	---M--	200	added ('OK')	image/png	etag:%22a17dcc0f89189a4af942a89d87b35d43%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-4.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-4.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:37	2867/2867	---M--	200	added ('OK')	image/png	etag:%22200e2c14276762784ff976f469d7b89b%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-5.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/brands/brand-5.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:38	6238/6238	---M--	200	added ('OK')	image/png	etag:%226ac6ab92187bba19f31f177554b3002f%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/payment.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/payment.png	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:38	24733/24733	---M--	200	added ('OK')	image/jpeg	etag:%2255a431341630871629789bcdef9d80aa%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-1.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-1.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:38	10672/10672	---M--	200	added ('OK')	image/jpeg	etag:%22550176038a9ac5b5a053659b986e1be6%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-2.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-2.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:38	19107/19107	---M--	200	added ('OK')	image/jpeg	etag:%22dce9ed6c5bfe04d0fc1fbde6da9a2e6b%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-3.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-3.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:39	16220/16220	---M--	200	added ('OK')	image/jpeg	etag:%228ea734138c85263392344266c23ef202%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-4.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-4.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:39	18479/18479	---M--	200	added ('OK')	image/jpeg	etag:%226958e2d8e89243d60ee3e0e4d7b3801e%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-5.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/large-product/l-product-5.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:39	24733/24733	---M--	200	added ('OK')	image/jpeg	etag:%22b01605977cf6a614d84eced279e3b461%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-1.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-1.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:39	10672/10672	---M--	200	added ('OK')	image/jpeg	etag:%22dc09cb2a1ed7463f33cbea18cba265f8%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-2.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-2.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:39	19107/19107	---M--	200	added ('OK')	image/jpeg	etag:%22fe14d84cbd6bf3a5707113f6d7f01f5f%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-3.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-3.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:40	16220/16220	---M--	200	added ('OK')	image/jpeg	etag:%22e282d1218036693deca2e93e04adc67c%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-4.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-4.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:40	18479/18479	---M--	200	added ('OK')	image/jpeg	etag:%221e5deddef104031feb072a7904dc9931%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-5.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/product/small-product/s-product-5.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:40	97162/97162	---MCZ	200	added ('OK')	application/javascript	etag:%220fca26b5a37a66d68d0f4406976be4b5%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/js/vendor/jquery-1.12.4.min.js	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:40	20337/20337	---MCZ	200	added ('OK')	application/javascript	etag:%2283fb8c4d9199dce0224da0206423106f%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/js/vendor/popper.min.js	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/js/vendor/popper.min.js	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:41	51039/51039	---MCZ	200	added ('OK')	application/javascript	etag:%2267176c242e1bdc20603c878dee836df3%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/js/vendor/bootstrap.min.js	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/js/vendor/bootstrap.min.js	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:41	140441/140441	---MCZ	200	added ('OK')	application/javascript	etag:%224e4a912b2bda332b1b6daaafca87302c%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/js/plugins/plugins.js	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/js/plugins/plugins.js	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:41	16525/16525	---MCZ	200	added ('OK')	application/javascript	etag:%2213edf52b3f5ffe1d21be7d608bf6ece0%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/js/main.js	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/js/main.js	(from https://demo.hasthemes.com/nelson-preview/nelson/index.php)
10:50:43	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%22674f50d287a8c48dc19ba404d20fe713%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfont3e6e.eot	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:43	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%22af7ae505a9eed503f8b8e6982036873e%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:44	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%22674f50d287a8c48dc19ba404d20fe713%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfontd41d.eot	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:45	98024/98024	---M--	200	added ('OK')	application/octet-stream	etag:%22fee66e712a8a08eef5805a46892932ad%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfont3e6e.woff	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:45	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Oct%202021%2005:05:45%20GMT	https://demo.hasthemes.com/nelson-preview/nelson/assets/css/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/css/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:47	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%22912ec66d7572ff821749319396470bde%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/fontawesome-webfont3e6e.svg	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:47	2134/2134	---M--	200	added ('OK')	application/octet-stream	etag:%22eb34591ab22933bfa9499a9ce5002ecd%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.eot	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.eot	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:47	2134/2134	---M--	200	added ('OK')	application/octet-stream	etag:%22eb34591ab22933bfa9499a9ce5002ecd%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.eot?	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticond41d.eot	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:47	928/928	---M--	200	added ('OK')	application/octet-stream	etag:%22d4cf0e550c9d04767ac2ca324a632675%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.woff2	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.woff2	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:48	1412/1412	---M--	200	added ('OK')	application/octet-stream	etag:%223db64cf945d7acb9e23d945c79430dda%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.woff	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.woff	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:49	1956/1956	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b3b8735b71aa2e5266c8e0e61ac7ddc6%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.ttf	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.ttf	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:50	3799/3799	---MCZ	200	added ('OK')	image/svg+xml	etag:%220f70efa28db1afb7017f4e8a64548776%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.svg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/fonts/Flaticon.svg	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/vendor/iconfont.min.css)
10:50:50	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Oct%202021%2005:05:50%20GMT	https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_444444_256x240.png	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/plugins.css)
10:50:51	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Oct%202021%2005:05:51%20GMT	https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_555555_256x240.png	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/plugins.css)
10:50:52	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Oct%202021%2005:05:52%20GMT	https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_ffffff_256x240.png	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/plugins.css)
10:50:53	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Oct%202021%2005:05:53%20GMT	https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_777620_256x240.png	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/plugins.css)
10:50:54	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Oct%202021%2005:05:53%20GMT	https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_cc0000_256x240.png	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/plugins.css)
10:50:54	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Oct%202021%2005:05:54%20GMT	https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/images/ui-icons_777777_256x240.png	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/plugins/plugins.css)
10:50:55	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Fri,%2008%20Oct%202021%2005:05:55%20GMT	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/icons/quote-left.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/icons/quote-left.png	(from https://demo.hasthemes.com/nelson-preview/nelson/assets/css/style.css)
10:50:56	55792/55792	---M--	200	added ('OK')	image/jpeg	etag:%22845a88b5d6d6fedfec47a352b49dc38b%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/hero/hero-3.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/hero/hero-3.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index-2.php)
10:50:56	83060/83060	---M--	200	added ('OK')	image/jpeg	etag:%22d50c11fffee81afd21fa950c077aee21%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/hero/hero-4.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/hero/hero-4.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index-2.php)
10:50:56	9748/9748	---M--	200	added ('OK')	image/jpeg	etag:%22890ac4d4dce38ce8fe585f0b3ed7d01b%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner4.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner4.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index-2.php)
10:50:56	11225/11225	---M--	200	added ('OK')	image/jpeg	etag:%22a018697bf8b6402de6668bbc356c72ea%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner5.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner5.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index-2.php)
10:50:57	23193/23193	---M--	200	added ('OK')	image/jpeg	etag:%2297a87ebe747e82b58cf8974c6a7398ec%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner6.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner6.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index-2.php)
10:50:57	9772/9772	---M--	200	added ('OK')	image/jpeg	etag:%22365181a90af3a5f6631e7e9a0305db16%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner7.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner7.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index-2.php)
10:50:57	9654/9654	---M--	200	added ('OK')	image/jpeg	etag:%22d2fd8d0d8e6d2362c5df68ce9060ee9e%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner8.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner8.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index-2.php)
10:50:57	11333/11333	---M--	200	added ('OK')	image/jpeg	etag:%22529d03780a3124fd4db5004cb78bd808%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner9.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/banner/banner9.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/index-2.php)
10:50:58	39627/39627	---M--	200	added ('OK')	image/png	etag:%227aefe5fa228ceb311808b0ca28b3c445%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/bg/breadcrumb.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/bg/breadcrumb.png	(from https://demo.hasthemes.com/nelson-preview/nelson/shop.php)
10:50:59	22415/22415	---M--	200	added ('OK')	image/jpeg	etag:%22679be5f470ab706da33bcd4cb03953c4%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-6.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-6.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/about.php)
10:51:00	18300/18300	---M--	200	added ('OK')	image/jpeg	etag:%22a8e96aa6da338ddbca8df66ca923e3fc%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/team/team-1.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/team/team-1.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/about.php)
10:51:01	20133/20133	---M--	200	added ('OK')	image/jpeg	etag:%227b49d8e24ecf885d1438c6ed04bacb21%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/team/team-2.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/team/team-2.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/about.php)
10:51:02	18334/18334	---M--	200	added ('OK')	image/jpeg	etag:%22c22c04e7220fffed3d18a121a631415a%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/team/team-3.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/team/team-3.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/about.php)
10:51:03	684/684	---M--	200	added ('OK')	image/png	etag:%22a7f94fd8638995f16c677a7b3f0c4a16%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/icons/author.png	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/icons/author.png	(from https://demo.hasthemes.com/nelson-preview/nelson/single-product.php)
10:51:04	3952/3952	---M--	200	added ('OK')	image/jpeg	etag:%22729dfbd9d8a3a910d2ab7e8fa09da9f1%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/rc-post/blog1.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/rc-post/blog1.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/blog-left-sidebar.php)
10:51:05	2218/2218	---M--	200	added ('OK')	image/jpeg	etag:%22f5a1d408fc31f369f59ebf5eaf8e2d19%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/rc-post/blog2.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/rc-post/blog2.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/blog-left-sidebar.php)
10:51:06	3123/3123	---M--	200	added ('OK')	image/jpeg	etag:%2221688fea2cd2bd9353e70f50f562f82d%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/rc-post/blog3.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/rc-post/blog3.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/blog-left-sidebar.php)
10:51:07	4369/4369	---M--	200	added ('OK')	image/jpeg	etag:%222b619312bd17e2743ef9cc2b64663a68%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/rc-post/blog4.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/rc-post/blog4.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/blog-left-sidebar.php)
10:51:08	52015/52015	---M--	200	added ('OK')	image/jpeg	etag:%2212378f2d58dde77ab937fa2919e725e9%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-5.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-5.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/blog-details.php)
10:51:08	43814/43814	---M--	200	added ('OK')	image/jpeg	etag:%2217d956d2814c63668e95b02e18d996e7%22	https://demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-7.jpg	C:/My%20Web%20Sites/S4R%20Furniture/demo.hasthemes.com/nelson-preview/nelson/assets/images/blog/blog-7.jpg	(from https://demo.hasthemes.com/nelson-preview/nelson/blog-details.php)
